State,County,Year,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days,Max_AQI,Median_AQI,Days_CO,Days_NO2,Days_Ozone,Days_SO2,Days_PM2_5,Days_PM10
Georgia,Paulding,2011,364,200,150,1,0,0,154,48,1,3,106,0,254,0
Georgia,Pike,2011,324,248,66,0,0,0,150,42,0,0,324,0,0,0
Georgia,Richmond,2011,362,190,164,0,0,0,126,50,0,0,145,0,217,0
Georgia,Rockdale,2011,364,249,81,1,0,0,164,38,0,120,244,0,0,0
Georgia,Sumter,2011,232,171,61,0,0,0,100,44,0,0,232,0,0,0
Georgia,Walker,2011,355,145,210,0,0,0,95,54,0,0,0,0,355,0
Georgia,Washington,2011,111,72,38,0,0,0,114,39,0,0,0,0,99,12
Georgia,Wilkinson,2011,101,53,47,0,0,0,129,50,0,0,0,0,101,0
Hawaii,Hawaii,2011,365,13,81,135,0,0,200,127,0,0,0,349,16,0
Hawaii,Honolulu,2011,365,266,98,0,0,0,101,37,0,0,130,1,228,6
Hawaii,Kauai,2011,274,244,29,0,0,0,101,19,5,28,0,66,175,0
Hawaii,Maui,2011,320,311,9,0,0,0,60,22,0,0,0,0,320,0
Idaho,Ada,2011,365,283,77,0,0,0,115,42,11,10,237,0,44,63
Idaho,Bannock,2011,365,247,115,0,0,0,114,39,0,0,0,167,78,120
Idaho,Benewah,2011,361,320,41,0,0,0,99,24,0,0,0,0,361,0
Idaho,Bonner,2011,340,340,0,0,0,0,37,9,0,0,0,0,0,340
Idaho,Butte,2011,363,298,65,0,0,0,93,45,0,0,360,0,3,0
Idaho,Canyon,2011,358,336,21,0,0,0,110,19,0,0,0,0,53,305
Idaho,Caribou,2011,364,352,12,0,0,0,96,7,0,0,0,364,0,0
Idaho,Cassia,2011,193,165,28,0,0,0,74,45,0,0,193,0,0,0
Idaho,Custer,2011,102,100,2,0,0,0,75,7,0,0,0,0,102,0
Idaho,Franklin,2011,312,254,49,5,0,0,166,28,0,0,0,0,312,0
Idaho,Idaho,2011,306,306,0,0,0,0,50,8,0,0,0,0,306,0
Idaho,Kootenai,2011,181,169,12,0,0,0,67,41,0,0,181,0,0,0
Idaho,Latah,2011,365,354,11,0,0,0,70,11,0,0,0,0,365,0
Idaho,Lemhi,2011,359,222,125,1,0,0,152,35,0,0,0,0,359,0
Idaho,Nez Perce,2011,365,345,20,0,0,0,68,16,0,0,0,0,365,0
Idaho,Shoshone,2011,360,244,98,0,0,0,147,34,0,0,0,0,343,17
Idaho,Twin Falls,2011,350,335,15,0,0,0,66,23,0,0,0,0,350,0
Illinois,Adams,2011,365,337,28,0,0,0,100,37,0,0,365,0,0,0
Illinois,Champaign,2011,348,273,68,1,0,0,156,39,0,0,301,0,47,0
Illinois,Clark,2011,176,151,24,0,0,0,108,41,0,0,176,0,0,0
Illinois,Cook,2011,365,97,244,4,0,0,159,60,0,42,75,33,213,2
Illinois,DuPage,2011,365,187,175,0,0,0,119,50,0,0,91,0,274,0
Illinois,Effingham,2011,211,175,35,0,0,0,108,43,0,0,211,0,0,0
Illinois,Hamilton,2011,212,143,64,0,0,0,126,45,0,0,212,0,0,0
Illinois,Jersey,2011,213,156,47,1,0,0,156,44,0,0,213,0,0,0
Illinois,Jo Daviess,2011,315,287,27,0,0,0,105,35,0,0,315,0,0,0
Illinois,Kane,2011,356,314,39,0,0,0,126,32,0,0,356,0,0,0
Illinois,La Salle,2011,350,350,0,0,0,0,13,1,0,0,0,350,0,0
Illinois,Lake,2011,359,316,36,1,0,0,174,34,0,0,359,0,0,0
Illinois,Macon,2011,365,213,147,1,0,0,161,48,0,0,132,7,226,0
Illinois,Macoupin,2011,364,310,48,1,0,0,151,38,0,0,363,1,0,0
Illinois,Madison,2011,365,179,160,4,0,0,156,51,0,0,209,3,150,3
Illinois,McHenry,2011,363,212,146,0,0,0,129,45,0,0,140,0,223,0
Illinois,McLean,2011,359,311,46,0,0,0,147,34,0,0,359,0,0,0
Illinois,Peoria,2011,365,184,178,1,0,0,159,50,0,0,101,16,248,0
Illinois,Randolph,2011,364,324,40,0,0,0,97,36,0,0,348,16,0,0
Illinois,Rock Island,2011,365,358,7,0,0,0,74,31,0,0,365,0,0,0
Illinois,Saint Clair,2011,365,205,150,1,0,0,151,47,0,13,143,0,209,0
Illinois,Sangamon,2011,365,305,56,1,0,0,154,32,62,0,270,33,0,0
Illinois,Tazewell,2011,362,294,36,3,0,0,183,6,0,0,0,362,0,0
Illinois,Wabash,2011,363,357,6,0,0,0,95,6,0,0,0,363,0,0
Illinois,Will,2011,359,334,23,1,0,0,164,33,0,0,359,0,0,0
Illinois,Winnebago,2011,363,327,35,0,0,0,115,32,16,0,347,0,0,0
Indiana,Allen,2011,361,197,156,0,0,0,122,48,7,0,131,0,223,0
Indiana,Boone,2011,204,149,51,1,0,0,159,43,0,0,204,0,0,0
Indiana,Carroll,2011,171,147,23,0,0,0,122,40,0,0,171,0,0,0
Indiana,Clark,2011,342,174,148,2,0,0,161,50,0,0,120,0,221,1
Indiana,Daviess,2011,338,292,38,0,0,0,125,10,0,0,0,338,0,0
Indiana,Delaware,2011,242,172,67,0,0,0,112,44,0,0,165,0,77,0
Indiana,Dubois,2011,119,63,55,0,0,0,109,49,0,0,0,0,119,0
Indiana,Elkhart,2011,353,180,167,0,0,0,147,50,0,0,80,0,273,0
Indiana,Floyd,2011,365,143,203,1,0,0,174,55,0,0,112,7,246,0
Indiana,Fountain,2011,306,304,2,0,0,0,70,6,0,0,0,306,0,0
Indiana,Gibson,2011,362,297,64,0,0,0,105,20,0,0,0,256,106,0
Indiana,Greene,2011,153,96,48,1,0,0,159,48,0,0,153,0,0,0
Indiana,Hamilton,2011,173,127,41,0,0,0,150,44,0,0,173,0,0,0
Indiana,Hancock,2011,182,139,41,0,0,0,108,43,0,0,182,0,0,0
Indiana,Hendricks,2011,182,145,35,0,0,0,105,40,0,0,182,0,0,0
Indiana,Henry,2011,120,77,43,0,0,0,92,40,0,0,0,0,120,0
Indiana,Howard,2011,110,64,46,0,0,0,83,44,0,0,0,0,110,0
Indiana,Huntington,2011,183,151,30,0,0,0,115,43,0,0,183,0,0,0
Indiana,Jackson,2011,183,154,29,0,0,0,100,42,0,0,183,0,0,0
Indiana,Jasper,2011,346,344,2,0,0,0,67,4,0,0,0,346,0,0
Indiana,Johnson,2011,178,129,49,0,0,0,100,44,0,0,178,0,0,0
Indiana,Knox,2011,353,253,94,2,0,0,154,43,0,0,292,0,61,0
Indiana,LaPorte,2011,362,288,59,2,0,0,174,31,0,0,174,128,60,0
Indiana,Lake,2011,365,151,205,2,0,0,156,55,1,4,60,16,268,16
Indiana,Madison,2011,318,182,130,0,0,0,112,47,0,0,111,0,207,0
Indiana,Marion,2011,365,70,270,0,0,0,141,61,0,0,57,16,292,0
Indiana,Monroe,2011,319,199,120,0,0,0,99,39,0,0,0,0,319,0
Indiana,Morgan,2011,365,272,75,0,0,0,131,36,0,0,155,210,0,0
Indiana,Perry,2011,182,129,44,0,0,0,133,45,0,0,182,0,0,0
Indiana,Pike,2011,360,292,50,1,0,0,156,11,0,0,0,360,0,0
Indiana,Porter,2011,365,231,129,1,0,0,156,44,0,0,73,23,243,26
Indiana,Posey,2011,172,125,40,0,0,0,129,44,0,0,172,0,0,0
Indiana,Shelby,2011,179,114,57,0,0,0,143,46,0,0,179,0,0,0
Indiana,Spencer,2011,113,60,53,0,0,0,92,48,0,0,0,0,113,0
Indiana,St. Joseph,2011,363,193,162,1,0,0,161,49,0,13,76,0,274,0
Indiana,Tippecanoe,2011,332,163,168,0,0,0,105,51,0,0,0,0,332,0
Indiana,Vanderburgh,2011,365,203,151,0,0,0,150,47,43,20,141,3,158,0
Indiana,Vigo,2011,365,145,195,2,0,0,160,55,0,0,55,57,253,0
Indiana,Wabash,2011,336,278,51,0,0,0,129,37,0,0,336,0,0,0
Indiana,Warrick,2011,183,127,47,1,0,0,159,46,0,0,183,0,0,0
Indiana,Wayne,2011,361,327,30,0,0,0,109,4,0,0,0,361,0,0
Indiana,Whitley,2011,348,210,138,0,0,0,88,43,0,0,0,0,348,0
Iowa,Black Hawk,2011,361,218,143,0,0,0,100,42,0,0,0,0,360,1
Iowa,Bremer,2011,213,191,22,0,0,0,97,40,0,0,213,0,0,0
Iowa,Cerro Gordo,2011,358,347,11,0,0,0,62,19,0,0,0,0,0,358
Iowa,Clinton,2011,365,147,218,0,0,0,100,55,0,0,54,0,311,0
Iowa,Delaware,2011,120,84,36,0,0,0,84,36,0,0,0,0,120,0
Iowa,Harrison,2011,213,170,42,0,0,0,112,40,0,0,213,0,0,0
Iowa,Johnson,2011,364,189,175,0,0,0,96,49,0,0,0,0,361,3
Iowa,Lee,2011,117,72,45,0,0,0,81,40,0,0,0,0,117,0
Iowa,Linn,2011,365,222,143,0,0,0,100,45,0,0,134,2,228,1
Iowa,Montgomery,2011,362,267,95,0,0,0,93,41,0,0,146,0,214,2
Iowa,Muscatine,2011,365,153,173,13,0,0,200,54,0,0,0,63,302,0
Iowa,Palo Alto,2011,365,274,91,0,0,0,100,42,0,0,122,0,242,1
Iowa,Polk,2011,365,253,112,0,0,0,98,43,0,6,95,0,263,1
Iowa,Pottawattamie,2011,119,81,38,0,0,0,93,40,0,0,0,0,113,6
Iowa,Scott,2011,365,127,237,0,0,0,105,54,0,0,68,0,222,75
Iowa,Story,2011,214,198,16,0,0,0,87,36,0,0,214,0,0,0
Iowa,Tama,2011,68,46,22,0,0,0,89,36,0,0,0,0,68,0
Iowa,Van Buren,2011,365,278,87,0,0,0,88,39,0,0,146,50,169,0
Iowa,Warren,2011,214,196,18,0,0,0,93,39,0,0,214,0,0,0
